Date,Diver,Site ID,Transect ID,Quadrat #,Abalone Shell Length (cm),Alive or Dead
2025-01-22,DVM,Edward King East,EKE01,8,6,alive
2025-01-22,DVM,Edward King East,EKE01,9,2,alive
2025-01-22,DVM,Edward King East,EKE01,9,5,alive
2025-01-22,DVM,Edward King East,EKE01,9,5,alive
2025-01-22,DVM,Edward King East,EKE01,10,3,alive
2025-01-22,DVM,Edward King East,EKE01,11,4,dead
2025-01-22,DVM,Edward King East,EKE01,12,8.5,alive
2025-01-22,DVM,Edward King East,EKE01,12,4,alive
2025-01-22,DVM,Edward King East,EKE01,12,2,alive
2025-01-22,DVM,Edward King East,EKE01,13,4,alive
2025-01-22,DVM,Edward King East,EKE01,14,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,30,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,29,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,28,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,27,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,26,6,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,26,6,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,26,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,26,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,26,9,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,25,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,24,8,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,24,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,23,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,23,7,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,23,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,22,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,22,6,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,21,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,21,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,20,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,19,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,18,5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,17,0,na
2025-01-22,AJM,Edward King SW Pyramid,SWP01,16,6,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,16,6.5,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,15,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,15,3,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,14,3,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,14,4,alive
2025-01-22,AJM,Edward King SW Pyramid,SWP01,14,7,alive
2025-01-22,AJM,Eagle Bay,EGB01,30,0,na
2025-01-22,AJM,Eagle Bay,EGB01,29,0,na
2025-01-22,AJM,Eagle Bay,EGB01,28,0,na
2025-01-22,AJM,Eagle Bay,EGB01,27,0,na
2025-01-22,AJM,Eagle Bay,EGB01,26,0,na
2025-01-22,AJM,Eagle Bay,EGB01,25,0,na
2025-01-22,AJM,Eagle Bay,EGB01,24,0,na
2025-01-22,AJM,Eagle Bay,EGB01,23,0,na
2025-01-22,AJM,Eagle Bay,EGB01,22,0,na
2025-01-22,AJM,Eagle Bay,EGB01,21,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,21,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,21,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,20,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,20,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,20,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,20,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,20,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,0.5,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,19,6,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,6,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,18,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,17,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,6,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,16,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,15,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,6,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,6,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,14,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,13,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,5,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,4,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,1,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,3,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,2,alive
2025-01-22,AJM,Eagle Bay,EGB01,12,3,alive
2025-01-22,DVM,Ohiat Islet,OHI01,1,6,alive
2025-01-22,DVM,Ohiat Islet,OHI01,2,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,3,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,3,6.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,4.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,4,7.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,5,5.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,5,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,5,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,5,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,6,5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,6,4,alive
2025-01-22,DVM,Ohiat Islet,OHI01,7,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,7,8.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,7,5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,7,6,alive
2025-01-22,DVM,Ohiat Islet,OHI01,7,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,8,4,alive
2025-01-22,DVM,Ohiat Islet,OHI01,8,4,alive
2025-01-22,DVM,Ohiat Islet,OHI01,9,5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,9,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,9,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,9,6,alive
2025-01-22,DVM,Ohiat Islet,OHI01,9,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,10,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,10,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,10,8.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,11,7.5,alive
2025-01-22,DVM,Ohiat Islet,OHI01,11,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,11,8,alive
2025-01-22,DVM,Ohiat Islet,OHI01,12,7,alive
2025-01-22,DVM,Ohiat Islet,OHI01,13,0,na
2025-01-22,DVM,Ohiat Islet,OHI01,14,0,na
2025-01-22,DVM,Ohiat Islet,OHI01,15,0,na
2025-01-22,AJM,Second Beach,SDB01,30,0,na
2025-01-22,AJM,Second Beach,SDB01,29,0,na
2025-01-22,AJM,Second Beach,SDB01,28,0,na
2025-01-22,AJM,Second Beach,SDB01,27,0,na
2025-01-22,AJM,Second Beach,SDB01,26,0,na
2025-01-22,AJM,Second Beach,SDB01,25,0,na
2025-01-22,AJM,Second Beach,SDB01,23,0,na
2025-01-22,AJM,Second Beach,SDB01,22,0,na
2025-01-22,AJM,Second Beach,SDB01,21,0,na
2025-01-22,AJM,Second Beach,SDB01,20,7,alive
2025-01-22,AJM,Second Beach,SDB01,20,4,alive
2025-01-22,AJM,Second Beach,SDB01,19,0,na
2025-01-22,AJM,Second Beach,SDB01,18,0,na
2025-01-22,AJM,Second Beach,SDB01,17,7,alive
2025-01-22,AJM,Second Beach,SDB01,16,0,na
2025-01-22,DVM,Kirby,KBY01,1,11,alive
2025-01-22,DVM,Kirby,KBY01,2,0,na
2025-01-22,DVM,Kirby,KBY01,3,0,na
2025-01-22,DVM,Kirby,KBY01,4,7,alive
2025-01-22,DVM,Kirby,KBY01,5,8,alive
2025-01-22,DVM,Kirby,KBY01,5,9,alive
2025-01-22,DVM,Kirby,KBY01,6,0,na
2025-01-22,DVM,Kirby,KBY01,7,7,alive
2025-01-22,DVM,Kirby,KBY01,7,5,dead
2025-01-22,DVM,Kirby,KBY01,8,0,na
2025-01-22,DVM,Kirby,KBY01,9,0,na
2025-01-22,DVM,Kirby,KBY01,10,9.5,alive
2025-01-22,DVM,Kirby,KBY01,11,0,na
2025-01-22,DVM,Kirby,KBY01,12,0,na
2025-01-22,DVM,Kirby,KBY01,13,1,alive
2025-01-22,DVM,Kirby,KBY01,13,1.5,alive
2025-01-22,DVM,Kirby,KBY01,14,6,dead
2025-01-22,DVM,Kirby,KBY01,14,7,alive
2025-01-22,DVM,Kirby,KBY01,15,0,na
2025-01-22,DVM,Kirby,KBY01,16,0,na
2025-01-22,AJM,Kirby,KBY01,30,0,na
2025-01-22,AJM,Kirby,KBY01,29,0,na
2025-01-22,AJM,Kirby,KBY01,28,0,na
2025-01-22,AJM,Kirby,KBY01,27,0,na
2025-01-22,AJM,Kirby,KBY01,26,0,na
2025-01-22,AJM,Kirby,KBY01,25,0,na
2025-01-22,AJM,Kirby,KBY01,24,0,na
2025-01-22,AJM,Kirby,KBY01,23,1,alive
2025-01-22,AJM,Kirby,KBY01,23,4,alive
2025-01-22,AJM,Kirby,KBY01,22,0,na
2025-01-22,AJM,Kirby,KBY01,21,0,na
2025-01-22,AJM,Kirby,KBY01,20,11,alive
2025-01-22,AJM,Kirby,KBY01,19,0,na
2025-01-22,AJM,Kirby,KBY01,18,0,na
2025-01-22,AJM,Kirby,KBY01,17,0,na
2025-01-22,DVM,Edward King SW Pyramid,SWP01,1,9,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,2,4,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,2,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,2,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,2,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,2,8,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,3,9,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,3,8,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,9,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,4,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,5,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,5,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,6,0,na
2025-01-22,DVM,Edward King SW Pyramid,SWP01,7,0,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,8,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,8,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,8,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,9,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,9,5.5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,9,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,9,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,9,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,4,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,6.5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,10,8,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,2,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,4,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,6,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,11,3,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,5.5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,5.5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,4,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,3,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,7,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,12,5,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,13,3,alive
2025-01-22,DVM,Edward King SW Pyramid,SWP01,13,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,1,10,alive
2025-01-22,DVM,Eagle Bay,EGB01,1,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,1,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,1,10,alive
2025-01-22,DVM,Eagle Bay,EGB01,1,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,10,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,2,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,9,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,3,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,4,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,4,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,4,10,alive
2025-01-22,DVM,Eagle Bay,EGB01,4,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,5,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,6,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,2.5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,6,dead
2025-01-22,DVM,Eagle Bay,EGB01,7,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,7,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,1,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,1,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,1,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,1.5,alive
2025-01-22,DVM,Eagle Bay,EGB01,8,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,12,dead
2025-01-22,DVM,Eagle Bay,EGB01,9,2.5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,9,7,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,10,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,9,alive
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
